DepMap_ID,stripped_cell_line_name,CCLE_Name,alias,COSMIC_ID,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,disease,disease_subtype,age,Sanger_model_ID,additional_info
ACH-000097,ZR751,ZR751_BREAST,,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal,Female,ATCC,2.0,-4.2902295939999995,Adherent,RPMI; 10% FBS,20.9,CVCL_0588,ascites,Metastasis,Breast Cancer,Breast Ductal Carcinoma,63.0,SIDM00314,
ACH-000098,GAMG,GAMG_CENTRAL_NERVOUS_SYSTEM,,906868.0,central_nervous_system,glioma,glioblastoma,,Female,DSMZ,2.0,-5.026314848999999,Adherent,"DMEM, 10%FBS, 2mM Glutamax-1",8.9,CVCL_1226,central_nervous_system,Primary,Brain Cancer,Glioblastoma,42.0,SIDM01055,
ACH-000099,SIMA,SIMA_AUTONOMIC_GANGLIA,,753620.0,peripheral_nervous_system,neuroblastoma,,,Male,DSMZ,3.0,-3.340355285,Adherent,RPMI-1640: 10%FBS,41,CVCL_1695,autonomic_ganglia,,Neuroblastoma,,1.67,SIDM00395,
ACH-000100,RH41,RH41_SOFT_TISSUE,,1240210.0,soft_tissue,rhabdomyosarcoma,alveolar,,Female,DSMZ,0.0,-0.4940266843,,,,CVCL_2176,liver,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,SIDM00426,
ACH-000101,KE37,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907277.0,blood,ALL,t_cell,,Male,DSMZ,,,,,,CVCL_1327,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",27.0,SIDM01003,
ACH-000102,GMS10,GMS10_CENTRAL_NERVOUS_SYSTEM,,906873.0,central_nervous_system,glioma,glioblastoma,,Male,DSMZ,,,,,,CVCL_1233,central_nervous_system,Primary,Brain Cancer,Glioblastoma,49.0,SIDM01074,
ACH-000103,CAOV4,CAOV4_OVARY,,949090.0,ovary,ovary_adenocarcinoma,high_grade_serous,,Female,ATCC,,,,,,CVCL_0202,ovary,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",45.0,SIDM00918,
ACH-000104,LOUCY,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907789.0,blood,ALL,t_cell,,Female,ATCC,,,,,,CVCL_1380,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",38.0,SIDM00342,
ACH-000105,ALLSIL,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1295740.0,blood,ALL,t_cell,,Male,DSMZ,,,,,,CVCL_1805,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",17.0,SIDM00994,
ACH-000106,JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907269.0,lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,,Female,DSMZ,0.0,-1.8277458869999998,,,,CVCL_1319,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",63.0,SIDM01013,
ACH-000107,CAPAN2,CAPAN2_PANCREAS,,910915.0,pancreas,exocrine,exocrine_adenocarcinoma,,Male,ATCC,,,,,,CVCL_0026,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",56.0,SIDM00943,
ACH-000108,KP3,KP3_PANCREAS,,1298219.0,pancreas,exocrine,exocrine_adenosquamous,,Male,HSRRB,3.0,-3.972007006,Adherent,RPMI-1640: 10%FBS,30.9,CVCL_3005,liver,Metastasis,Pancreatic Cancer,"Ductal Adenosquamous Carcinoma, exocrine",75.0,SIDM00571,
ACH-000109,NCIH3255,NCIH3255_LUNG,,,lung,NSCLC,NSCLC_adenocarcinoma,,Female,Academic lab,,,,,,CVCL_6831,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00046,
ACH-000110,NCCSTCK140,NCCSTCK140_STOMACH,,,gastric,gastric_adenocarcinoma,,,Female,RIKEN,,,,,,CVCL_3055,stomach,,Gastric Cancer,Adenocarcinoma,36.0,,
ACH-000111,HCC1187,HCC1187_BREAST,,749711.0,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,Female,ATCC,2.0,-2.7622337669999997,Mixed Adherent and Suspension,RPMI; 10% FBS,9.2,CVCL_1247,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,41.0,SIDM00885,
ACH-000112,SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909715.0,blood,AML,M5,,Male,DSMZ,0.0,-0.7177934256,,,,CVCL_1694,bone_marrow,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",63.0,SIDM00396,
ACH-000113,OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910947.0,blood,AML,M4,,Male,DSMZ,2.0,-3.6640156839999998,Suspension,"MEMalpha, 20% FBS",42.1,CVCL_1619,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",65.0,SIDM00446,
ACH-000114,SU8686,SU8686_PANCREAS,,1240218.0,pancreas,exocrine,exocrine_adenocarcinoma,,Female,ATCC,1.0,-3.9705133989999997,Adherent,RPMI; 10% FBS,10.2,CVCL_3881,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",57.0,SIDM01188,
ACH-000115,VCAP,VCAP_PROSTATE,,1299075.0,prostate,prostate_adenocarcinoma,,,Male,ATCC,2.0,-2.868088101,Adherent,DMEM; 10% FBS,45.8,CVCL_2235,bone,Metastasis,Prostate Cancer,Adenocarcinoma,59.0,SIDM01077,
ACH-000116,OAW28,OAW28_OVARY,,946360.0,ovary,ovary_adenocarcinoma,high_grade_serous,,Female,ECACC,2.0,-4.532444873,Adherent,DMEM; 10% FBS,49.9,CVCL_1614,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00481,
ACH-000117,EFM192A,EFM192A_BREAST,,1290798.0,breast,breast_adenocarcinoma,ERpos_HER2pos,HER2_amp,Female,DSMZ,,,,,,CVCL_1812,pleural_effusion,Metastasis,Breast Cancer,Adenocarcinoma,46.0,SIDM01002,
ACH-000118,HUPT3,HUPT3_PANCREAS,,907285.0,pancreas,exocrine,exocrine_adenocarcinoma,,Male,DSMZ,4.0,-4.450663325,Adherent,MEM; 10% FBS,29.8,CVCL_1299,ascites,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",66.0,SIDM00533,
ACH-000119,HS863T,HS863T_FIBROBLAST,,,fibroblast,fibroblast_bone,,,Female,ATCC,,,,,,CVCL_0959,fibroblast,,Fibroblast,Bone,5.0,,
ACH-000120,CHP212,CHP212_AUTONOMIC_GANGLIA,,906820.0,peripheral_nervous_system,neuroblastoma,,MYCN_amp,Male,ATCC,4.0,-3.0665592289999997,Adherent,EMEM:F12 (1:1); 10% FBS,54.8,CVCL_1125,central_nervous_system,,Neuroblastoma,,,SIDM00910,
ACH-000121,NCIH2405,NCIH2405_LUNG,,687821.0,lung,NSCLC,NSCLC_adenocarcinoma,,Male,ATCC,,,,,,CVCL_1551,ascites,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47.0,SIDM00724,
ACH-000122,SUPT11,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,ALL,t_cell,,Male,DSMZ,,,,,,CVCL_2210,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",74.0,,
ACH-000123,COV434,COV434_OVARY,,,ovary,ovary_adenocarcinoma,endometrioid,,Female,ECACC,3.0,-4.122307721,Adherent,DMEM; 10% FBS; 2mM L-glutamine,57,CVCL_2010,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, endometrioid",,,
ACH-000124,OCILY19,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330984.0,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Female,DSMZ,,,,,,CVCL_1878,bone_marrow,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),27.0,SIDM00460,
ACH-000125,TO175T,TO175T_FIBROBLAST,,,fibroblast,fibroblast_lymphocyte,,,Male,ATCC,,,,,,CVCL_3806,lymph_node,Metastasis,Fibroblast,Lymphoma,29.0,,
ACH-000126,KG1C,KG1C_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,oligodendroglioma,,Male,HSRRB,,,,,,CVCL_2971,central_nervous_system,Primary,Brain Cancer,Oligodendroglioma,13.0,SIDM00784,
ACH-000127,SLR20,SLR20_KIDNEY,,,kidney,renal_cell_carcinoma,,,Unknown,Academic lab,1.0,-5.460242562,Adherent,RPMI; 10% FBS,12,CVCL_V606,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,
ACH-000128,LN319,LN319_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,astrocytoma,,Male,Academic lab,2.0,-3.112513657,Adherent,DMEM: 90.0%,31.2,CVCL_3958,central_nervous_system,,Brain Cancer,Astrocytoma,67.0,,
ACH-000129,NCIH1341,NCIH1341_LUNG,,1330964.0,lung,SCLC,,,Female,ATCC,,,,,,CVCL_1463,cervix,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00646,
ACH-000130,NALM19,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,ALL,b_cell,,Male,DSMZ,,,,,,CVCL_1835,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",26.0,,
ACH-000131,HS229T,HS229T_FIBROBLAST,,,fibroblast,fibroblast_lung,,,Male,ATCC,,,,,,CVCL_0698,fibroblast,Primary,Fibroblast,Lung,65.0,,
ACH-000132,JHOS2,JHOS2_OVARY,,1479995.0,ovary,ovary_adenocarcinoma,high_grade_serous,,Female,RIKEN,1.0,-4.4984867,Adherent,DMEM/F12 (1:1);10 % FBS;,16.2,CVCL_4647,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",45.0,SIDM00305,
ACH-000133,HS729,HS729_SOFT_TISSUE,,,fibroblast,fibroblast_soft_tissue,,,Male,ATCC,2.0,-4.426444421,Adherent,DMEM; 5% FBS,28,CVCL_0871,fibroblast,Primary,Fibroblast,Soft tissue,74.0,,
ACH-000134,HS274T,HS274T_FIBROBLAST,,,fibroblast,fibroblast_breast,,,Female,ATCC,,,,,,CVCL_0711,fibroblast,,Fibroblast,Breast,66.0,,
ACH-000135,HS940T,HS940T_FIBROBLAST,,1298145.0,fibroblast,fibroblast_skin,,,Male,ATCC,,,,,,CVCL_1038,fibroblast,Primary,Fibroblast,Skin,57.0,SIDM00662,
ACH-000136,CHP126,CHP126_AUTONOMIC_GANGLIA,,910567.0,peripheral_nervous_system,neuroblastoma,,MYCN_amp,Female,DSMZ,,,,,,CVCL_1123,autonomic_ganglia,Primary,Neuroblastoma,,1.0,SIDM00286,
ACH-000137,8MGBA,8MGBA_CENTRAL_NERVOUS_SYSTEM,,687562.0,central_nervous_system,glioma,astrocytoma,,Female,DSMZ,2.0,-3.712431067,Adherent,EMEM: 80.0%,45.7,CVCL_1052,central_nervous_system,Primary,Brain Cancer,Astrocytoma,54.0,SIDM00998,
ACH-000138,CFPAC1,CFPAC1_PANCREAS,,906821.0,pancreas,exocrine,exocrine_adenocarcinoma,,Male,ATCC,3.0,-3.7387523639999998,Adherent,DMEM; 10% FBS,32.9,CVCL_1119,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",26.0,SIDM00130,
ACH-000139,PANC0327,PANC0327_PANCREAS,,925346.0,pancreas,exocrine,exocrine_adenocarcinoma,,Female,ATCC,,,,,,CVCL_1635,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65.0,SIDM01138,
ACH-000140,PFEIFFER,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Male,ATCC,,,,,,CVCL_3326,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,,
ACH-000141,SNU308,SNU308_BILIARY_TRACT,,,bile_duct,gallbladder_adenocarcinoma,,,Unknown,KCLB,3.0,-3.505986155,Adherent,"RPMI-1640,10%FBS plus NaHCO3",18.6,CVCL_5048,biliary_tract,,Gallbladder Cancer,Adenocarcinoma,,SIDM00161,
ACH-000142,CAL29,CAL29_URINARY_TRACT,,1290730.0,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Female,DSMZ,2.0,-3.569374059,Adherent,DMEM; 10% FBS,17.2,CVCL_1808,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,80.0,SIDM00936,
ACH-000143,HCC2429,HCC2429_LUNG,,,lung,NSCLC,,,Female,Academic lab,2.0,-3.450923346,Adherent,RPMI; 10% FBS,24.6,CVCL_5132,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",34.0,,
ACH-000144,RERFGC1B,RERFGC1B_STOMACH,,1240209.0,gastric,gastric_adenocarcinoma,,,Male,HSRRB,,,,,,CVCL_3152,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,41.0,SIDM00358,
ACH-000145,SKLMS1,SKLMS1_SOFT_TISSUE,,909720.0,soft_tissue,leiomyosarcoma,,,Female,ATCC,,,,,,CVCL_0628,soft_tissue,Primary,Sarcoma,Leiomyosarcoma,43.0,SIDM01109,
ACH-000146,THP1,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909771.0,blood,AML,M5,,Male,ATCC,3.0,-5.231816998999999,Suspension,RPMI-1640: 10%FBS; BME (0.05mM),34.4,CVCL_0006,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",1.0,SIDM01172,
ACH-000147,T47D,T47D_BREAST,,905945.0,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal,Female,ATCC,2.0,-4.72416025,Adherent,"RPMI; 10% FBS, 2ug/ml Human Insulin",32,CVCL_0553,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,54.0,SIDM00097,
ACH-000148,HS578T,HS578T_BREAST,,905957.0,breast,breast_carcinoma,ERneg_HER2neg,basal_B,Female,ATCC,3.0,-4.536653604,Adherent,DMEM; 10% FBS,29.1,CVCL_0332,breast,Primary,Breast Cancer,Carcinoma,74.0,SIDM00135,
ACH-000149,SKNSH,SKNSH_AUTONOMIC_GANGLIA,,717431.0,peripheral_nervous_system,neuroblastoma,,,Female,ATCC,,,,,,CVCL_0531,bone_marrow,Metastasis,Neuroblastoma,,4.0,SIDM01098,
ACH-000150,HCC2935,HCC2935_LUNG,,,lung,NSCLC,NSCLC_adenocarcinoma,,Male,ATCC,1.0,-3.18379496,Adherent,RPMI-1640: 10%FBS,16.8,CVCL_1265,pleural_effusion,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",39.0,,
ACH-000151,JM1,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327768.0,blood,ALL,b_cell,,Male,ATCC,2.0,-2.489597079,,,33,CVCL_3532,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,SIDM00689,
ACH-000152,M059K,M059K_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,glioblastoma,,Male,ATCC,2.0,-4.578673145,Adherent,DMEM/F12 (1:1);10 % FBS;,25.5,CVCL_0401,central_nervous_system,Primary,Brain Cancer,Glioblastoma,33.0,SIDM00639,
ACH-000153,NCIH2052,NCIH2052_PLEURA,,688058.0,lung,mesothelioma,,,Male,ATCC,1.0,-2.7045437039999998,Adherent,RPMI; 10% FBS,30.5,CVCL_1518,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,65.0,SIDM00713,
ACH-000154,HS888T,HS888T_FIBROBLAST,,,fibroblast,fibroblast_bone,,,Male,ATCC,,,,,,CVCL_0979,fibroblast,,Fibroblast,Bone,20.0,,
ACH-000155,SW1990,SW1990_PANCREAS,,910907.0,pancreas,exocrine,exocrine_adenocarcinoma,,Male,ATCC,,,,,,CVCL_1723,spleen,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",56.0,SIDM01165,
ACH-000156,MHHCALL4,MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908133.0,blood,ALL,b_cell,,Male,DSMZ,,,,,,CVCL_1410,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",10.0,SIDM00376,
ACH-000157,A4FUK,A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910934.0,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Female,JCRB,,,,,,CVCL_1064,ascites,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),52.0,SIDM00502,
ACH-000158,OCILY3,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Male,Academic lab,,,,,,CVCL_8800,bone_marrow,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,,
ACH-000159,OSRC2,OSRC2_KIDNEY,,909250.0,kidney,renal_cell_carcinoma,,,Male,RIKEN,2.0,-4.238485876,Adherent,RPMI;10% FBS;,19.4,CVCL_1626,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00239,
ACH-000160,BT12,BT12_SOFT_TISSUE,,,soft_tissue,ATRT,,,Female,Academic lab,2.0,-3.5751450210000004,Adherent,DMEM; 10% FBS,21.3,CVCL_M155,soft_tissue,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),0.1,,
ACH-000161,CORL105,CORL105_LUNG,,906805.0,lung,NSCLC,NSCLC_adenocarcinoma,,Male,ECACC,,,,,,CVCL_1138,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00513,
ACH-000162,GA10,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1303896.0,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,Male,ATCC,,,,,,CVCL_1222,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",41.0,SIDM00854,
ACH-000163,SW579,SW579_THYROID,,,thyroid,thyroid_squamous,,,Male,ATCC,2.0,-4.24510401,Adherent,DMEM: 90.0%,47.5,CVCL_3603,thyroid,Primary,Thyroid Cancer,Squamous Cell Carcinoma,59.0,SIDM01167,
ACH-000164,PANC1,PANC1_PANCREAS,,,pancreas,exocrine,exocrine_adenocarcinoma,,Male,ATCC,2.0,-4.71033637,Adherent,DMEM; 10% FBS,3.6,CVCL_0480,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,SIDM00610,
ACH-000165,HS751T,HS751T_FIBROBLAST,,,fibroblast,fibroblast_lymphocyte,,,Male,ATCC,,,,,,CVCL_0891,fibroblast,,Fibroblast,Lymphoma,,,
ACH-000166,KASUMI6,KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,AML,M2,,Male,ATCC,,,,,,CVCL_0614,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",64.0,,
ACH-000167,KE97,KE97_STOMACH,,,gastric,gastric_adenocarcinoma,mucinous,,Male,RIKEN,2.0,-2.2926674019999997,Semi-Adherent,RPMI-1640: 90.0%,10.5,CVCL_3386,abdomen,Metastasis,Gastric Cancer,"Adenocarcinoma, mucinous",52.0,,
ACH-000168,NOMO1,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908451.0,blood,AML,M5,,Female,HSRRB,2.0,-2.180197649,Suspension,RPMI; 10% FBS,17.8,CVCL_1609,bone_marrow,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",31.0,SIDM00580,
ACH-000169,RD,RD_SOFT_TISSUE,,909264.0,soft_tissue,rhabdomyosarcoma,embryonal,,Female,ATCC,2.0,-4.693785098999999,Adherent,"DMEM:HAM's F12  1:1;5% FBS; .005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine",18.9,CVCL_1649,soft_tissue,Primary,Sarcoma,"Rhabdomyosarcoma, embryonal",7.0,SIDM00847,
ACH-000170,PRECLH,PRECLH_PROSTATE,,,engineered_prostate,,,,Unknown,Academic lab,,,,,,CVCL_V626,prostate,,Engineered,,,,
ACH-000171,VMRCRCZ,VMRCRCZ_KIDNEY,,909781.0,kidney,renal_cell_carcinoma,,,Unknown,HSRRB,,,,,,CVCL_1791,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00317,
ACH-000172,TM87,TM87_SOFT_TISSUE,TM87,,soft_tissue,malignant_rhabdoid_tumor,,,Unknown,Academic lab,,,,,,CVCL_8001,pleural_effusion,Metastasis,Rhabdoid,Malignant Rhabdoid Tumor,,,
ACH-000173,JHUEM3,JHUEM3_ENDOMETRIUM,,,uterus,endometrial_adenocarcinoma,,,Female,RIKEN,,,,,,CVCL_4657,endometrium,,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,
ACH-000174,CAL62,CAL62_THYROID,,906828.0,thyroid,thyroid_carcinoma,anaplastic,,Female,DSMZ,2.0,-4.539107428,Adherent,DMEM + 10% FBS,7.5,CVCL_1112,pleural_effusion,Primary,Thyroid Cancer,"Carcinoma, anaplastic",70.0,SIDM00931,
ACH-000175,TE159T,TE159T_FIBROBLAST,,,fibroblast,fibroblast_soft_tissue,,,Male,ATCC,,,,,,CVCL_1743,fibroblast,,Fibroblast,Soft tissue,6.0,,
ACH-000176,LOUNH91,LOUNH91_LUNG,,1298226.0,lung,NSCLC,NSCLC_squamous,,Female,DSMZ,,,,,,CVCL_2104,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",64.0,SIDM00341,
ACH-000177,NCIH660,NCIH660_PROSTATE,,1330975.0,prostate,prostate_small_cell,,,Male,ATCC,,,,,,CVCL_1576,lymph_node,Metastasis,Prostate Cancer,Small Cell Carcinoma,63.0,SIDM01123,
ACH-000178,HS766T,HS766T_PANCREAS,,1298141.0,pancreas,exocrine,exocrine_adenocarcinoma,,Male,ATCC,2.0,-4.27468017,Adherent,DMEM; 10% FBS,6.2,CVCL_0334,lymph_node,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",46.0,SIDM00664,
ACH-000179,NCIH1618,NCIH1618_LUNG,,,lung,SCLC,,,Female,ATCC,,,,,,CVCL_1480,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55.0,,
ACH-000180,HS839T,HS839T_FIBROBLAST,,,fibroblast,fibroblast_skin,,,Female,ATCC,,,,,,CVCL_0941,fibroblast,,Fibroblast,Skin,42.0,,
ACH-000181,SCC9,SCC9_UPPER_AERODIGESTIVE_TRACT,,909709.0,upper_aerodigestive,upper_aerodigestive_squamous,,,Male,ATCC,,,,,,CVCL_1685,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,25.0,SIDM01080,
ACH-000182,SNU869,SNU869_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,extrahepatic,,Unknown,KCLB,1.0,-5.872343423999999,Semi-Adherent,"90% RPMI1640 with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3 + 10% h.i. FBS",9.2,CVCL_5101,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,SIDM00159,
ACH-000183,L363,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,924239.0,plasma_cell,multiple_myeloma,,,Female,DSMZ,2.0,-4.327525264,Suspension,RPMI; 15% FBS,5.1,CVCL_1357,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,36.0,SIDM00312,
ACH-000184,HS343T,HS343T_FIBROBLAST,,,fibroblast,fibroblast_breast,,,Female,ATCC,,,,,,CVCL_0726,fibroblast,,Fibroblast,Breast,47.0,,
ACH-000185,HS737T,HS737T_FIBROBLAST,,,fibroblast,fibroblast_bone,,,Female,ATCC,,,,,,CVCL_0878,fibroblast,,Fibroblast,Bone,10.0,,
ACH-000186,NCIH2444,NCIH2444_LUNG,,1298356.0,lung,NSCLC,,,Male,ATCC,,,,,,CVCL_1552,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00723,
ACH-000187,CORL311,CORL311_LUNG,,687980.0,lung,SCLC,,,Male,ECACC,1.0,-3.043764243,Suspension,RPMI-1640: 90.0%; 2MmGLUTAMAX,31.9,CVCL_2412,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),63.0,SIDM00509,
ACH-000188,SCC25,SCC25_UPPER_AERODIGESTIVE_TRACT,,910701.0,upper_aerodigestive,upper_aerodigestive_squamous,,,Male,ATCC,2.0,-3.5516521560000003,Adherent,DMEM/F12 (1:1); 10 % FBS; 0.4 ug/ml hydrocortisone,9.3,CVCL_1682,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,70.0,SIDM01082,
ACH-000189,RCC10RGB,RCC10RGB_KIDNEY,,909974.0,kidney,renal_cell_carcinoma,,,Male,RIKEN,2.0,-2.0213873380000003,Adherent,DMEM: 90.0%,52.4,CVCL_1647,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00235,
ACH-000190,HDMYZ,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907050.0,lymphocyte,hodgkin_lymphoma,,,Male,DSMZ,2.0,-3.016200318,Adherent,90% RPMI 1640 + 10% h.i. FBS,21.6,CVCL_1273,pleural_effusion,,Lymphoma,"B-cell, Hodgkins",29.0,SIDM01063,
ACH-000191,BHT101,BHT101_THYROID,,906696.0,thyroid,thyroid_carcinoma,papillary,,Female,DSMZ,,,,,,CVCL_1085,lymph_node,Metastasis,Thyroid Cancer,"Carcinoma, papillary",63.0,SIDM00987,
ACH-000192,MFE280,MFE280_ENDOMETRIUM,,908129.0,uterus,endometrial_adenocarcinoma,,,Female,DSMZ,,,,,,CVCL_1405,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,77.0,SIDM00335,
ACH-000193,KARPAS620,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327775.0,plasma_cell,multiple_myeloma,,,Female,DSMZ,,,,,,CVCL_1823,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,77.0,SIDM01006,
ACH-000194,HS934T,HS934T_FIBROBLAST,,,fibroblast,fibroblast_skin,,,Female,ATCC,,,,,,CVCL_1031,fibroblast,Primary,Fibroblast,Skin,58.0,,
ACH-000195,SET2,SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,AML,,,Female,DSMZ,,,,,,CVCL_2187,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),71.0,SIDM00397,
